,Company,Tweet_Count,Text,Created_At,Retweets,Likes,URL,Cleaned_Text
124,ADBE,125,"$ADBE Weekly loss of trendline support, and the former breakout level. https://t.co/4iWhcshdAq",Sat Jan 08 22:27:22 +0000 2022,15,161,https://twitter.com/ThetaWarrior/status/1479942836095172613,weekly loss of trendline support and the former breakout level
125,ADBE,126,1/2 - Stocks with Low RSI(&lt; 30 - OverSold) in S&amp;P &amp; NasDaq Indices on daily timeframe Jan 07 2022  $HUM $ENPH $NFLX $PAYC $BBWI $CDAY $CRM $ADBE $GNRC $BIO $CRL $LULU $DXCM $ALGN $TEAM $DOCU $RMD $TWTR $IDXX $VRSK $TECH $SEDG  Doesn't mean that they are buy signals https://t.co/OG7vI7zaQs,Sat Jan 08 00:36:53 +0000 2022,0,0,https://twitter.com/Traderssrt/status/1479613042195374090,12 stocks with low rsilt 30 oversold in sampp amp nasdaq indices on daily timeframe jan 07 2022
126,ADBE,127,"This year had been nothing but a blessing, super grateful. Much love to all those out there, tell me how I can help you ❤️  - $LULU 570% - $BABA 130% - $ADBE 60%  - $NFLX 40%  Come join the fun 🥷💸  https://t.co/ECRJ4s39l7  Thanks  @ChatterQuant and @CheddarFlow",Sat Jan 08 03:50:55 +0000 2022,1,17,https://twitter.com/mattydaytrades_/status/1479661872110608392,this year had been nothing but a blessing super grateful much love to all those out there tell me how i can help you
127,ADBE,128,$ADBE Waiting for Buy Signal. Chart by https://t.co/qchl9O5K2n https://t.co/v3pVxaw0Eb,Sat Jan 08 13:30:21 +0000 2022,0,0,https://twitter.com/ShortAlgoKing/status/1479807689731497991,waiting for buy signal chart by
130,ADBE,131,JOBS ~ WEEKEND VIDEO 1/9: https://t.co/Aq7IydjYGf  $VIX $TLT $QQQ $SMH $NVDA $QCOM $AVGO $INTC $DXY $BTC_F $GLD $CL_F $XOM $XLE $SPY $IWM $KRE $XLF $WFC $JPM $GS $DIA $CAT $BA $DE $IBM $DIS $KO $MCD $XBI $PFE $ARKK $TSLA $AAPL $MSFT $ADBE $ADSK $INTU $CRM $GOOGL $TTD $RBLX $NFLX,Sat Jan 08 03:53:39 +0000 2022,3,4,https://twitter.com/JustinPulitzer/status/1479662558470676480,jobs weekend video 19
131,ADBE,132,"@ThetaWarrior @TrendSpider $ADBE levels This has had the biggest % decrease in $QQQ. So if more tech weakness, this will take out more downside targets. 440 lvl would be -37% from ATH https://t.co/RPxb25bYT9",Sat Jan 08 23:18:16 +0000 2022,0,1,https://twitter.com/Hannibal_1906/status/1479955645617037313,levels this has had the biggest decrease in so if more tech weakness this will take out more downside targets 440 lvl would be 37 from ath
132,ADBE,133,Trading Ideas: ADBE looks interesting here https://t.co/ZYWJi08TB0 📈 FREE trade-of-week via ⟶ https://t.co/BCEHq7Ce2N https://t.co/DRjptRE3lU,Sat Jan 08 07:10:07 +0000 2022,0,0,https://twitter.com/AlertTrade/status/1479712000913526784,trading ideas adbe looks interesting here free tradeofweek via
133,ADBE,134,$ADBE Data indicates that the overall analyst  sentiment for ADBE  is bullish.  Simplify the way you research stocks with our free app.  https://t.co/ldqOqHnQfv,Sat Jan 08 13:15:00 +0000 2022,0,0,https://twitter.com/invescent/status/1479803828161716224,data indicates that the overall analyst
136,ADBE,137,Adobe $ADBE Cut to Neutral at UBS Group https://t.co/55uZjVkML9,Sat Jan 08 09:47:27 +0000 2022,0,0,https://twitter.com/TheMarketsDaily/status/1479751593511768070,adobe cut to neutral at ubs group
138,ADBE,139,"Alteryx Acquires Trifacta, Boosts Cloud Solutions Footing $ADBE $PATH $SNOW $AYX https://t.co/jwFvxhl0x4",Sat Jan 08 05:21:21 +0000 2022,0,1,https://twitter.com/newsfilterio/status/1479684629766492163,alteryx acquires trifacta boosts cloud solutions footing
139,ADBE,140,$ADBE Broke down support and now trying to find itself. Lets see some consolidation and see if it bounces. @TrendSpider Backtesting tells us a possible bounce awaits. However consolidation first is more likely after breaking that support. $spy https://t.co/evAheHEgH2,Sun Jan 09 17:33:58 +0000 2022,1,4,https://twitter.com/ApesBullsBears/status/1480231387181596674,broke down support and now trying to find itself lets see some consolidation and see if it bounces backtesting tells us a possible bounce awaits however consolidation first is more likely after breaking that support
144,ADBE,145,Premium Letter 305 is out  'Toxic Market for Growth Stocks'  1 Video - 1h 25 min  Reviewing stocks: $TSLA $NVDA $ADBE $QCOM $MU $ARKK $TDOC $HIMX $CELH &amp; New Leaders  - Focusing on Quality &amp; No Overhead Resistance - 'Adapting to New Leadership'  ➜ https://t.co/Tv2BtYcz5H https://t.co/vlFg6VNIxO,Sun Jan 09 01:08:06 +0000 2022,0,20,https://twitter.com/Tischendorf/status/1479983286747283459,premium letter 305 is out
146,ADBE,147,$ADBE was holding 504 on Friday. If it fails to hold this support then expecting 490 Volume shelf will act as a great support. Keeping in my next 2 weeks watchlist. https://t.co/XzVmUq6DUi,Sun Jan 09 13:01:34 +0000 2022,0,2,https://twitter.com/mathan23/status/1480162833115402241,was holding 504 on friday if it fails to hold this support then expecting 490 volume shelf will act as a great support keeping in my next 2 weeks watchlist
150,ADBE,151,5 Unstoppable #Metaverse Stocks to Buy in 2022 | The Motley Fool  1. $NVDA 2. $U 3. $FB 4. $ADBE 5. $MTTR  #Nvidia lead again! https://t.co/BG4OPOoZ13,Sun Jan 09 17:34:16 +0000 2022,2,10,https://twitter.com/Lin_ling_88/status/1480231462381228037,5 unstoppable stocks to buy in 2022 the motley fool
151,ADBE,152,"#ADBE will be a huge player in the #metaverse Opening up so many new avenues for creativity. Interface &amp; operability will be streamlined, artists of all disciplines will be utilizing it!",Sun Jan 09 02:14:27 +0000 2022,0,3,https://twitter.com/meta_vation/status/1479999982505795589,will be a huge player in the opening up so many new avenues for creativity interface amp operability will be streamlined artists of all disciplines will be utilizing it
152,ADBE,153,"$ADBE's Aroon indicator drops into Downtrend on January 7, 2022. View odds for this and other indicators: https://t.co/h8vSP2zXev #Adobe https://t.co/II8eN1tiRm",Sun Jan 09 16:32:39 +0000 2022,0,0,https://twitter.com/Tickeron/status/1480215954210492419,aroon indicator drops into downtrend on january 7 2022 view odds for this and other indicators
153,ADBE,154,5 Unstoppable Metaverse Stocks to Buy in 2022 $NVDA $ADBE $FB $U $MTTR https://t.co/At3NUt4y1h,Sun Jan 09 18:02:51 +0000 2022,0,2,https://twitter.com/helpYOUgetGAINS/status/1480238656954802176,5 unstoppable metaverse stocks to buy in 2022
154,ADBE,155,10 Metaverse stocks to watch:  $RBLX $U $ADBE $NVDA $AMD $SNAP $FB $AAPL $MSFT $MTTR,Sun Jan 09 16:42:58 +0000 2022,99,622,https://twitter.com/LuoshengPeng/status/1480218552107868165,10 metaverse stocks to watch
159,ADBE,160,$ADBE looking strong and wants to move higher https://t.co/aSjVtaTfdL,Mon Jan 10 18:38:01 +0000 2022,0,0,https://twitter.com/stock_optionss/status/1480609893434413065,looking strong and wants to move higher
160,ADBE,161,"#NASDAQ100 gapped down on the open, fell, &amp; then rallied to end up 0.14% at the close.  Say what! Leaders: $MRNA $ZS $ADBE $FTNT $INTC $REGN $SPLK $TEAM $OKTA $TSLA Laggards: $ABNB $ASML $COST $DLTR $MELI $PTON $TMUS The whiplash continues. (Not a recommendation.) https://t.co/MFe3uJu1N6",Mon Jan 10 22:48:36 +0000 2022,1,9,https://twitter.com/BarbArmstrongCS/status/1480672953524174850,gapped down on the open fell amp then rallied to end up 014 at the close
161,ADBE,162,"#SP500 dropped like a rock this morning, recovering to close down only 0.14%. What a day!  #healthcare the leading sector.  Leaders: $MRNA $HUM $HOLX $BMY $GECH $INTC $FTNT $STX $ADBE $TSLA Laggards: #CAH $TTWO $DISCA $TPR $PVH $GPS $NKE $ULTA $EL  (Not a recommendation) https://t.co/NCogaMkMMt",Mon Jan 10 22:42:27 +0000 2022,1,10,https://twitter.com/BarbArmstrongCS/status/1480671407193432069,dropped like a rock this morning recovering to close down only 014 what a day
162,ADBE,163,"$ADBE at a potential level of support and over sold. '22 I will be waiting for stronger signs of recovery, so this is something like 2 weeks out at minimum https://t.co/fJ4xKFRBbo",Mon Jan 10 01:45:24 +0000 2022,0,0,https://twitter.com/toddhorst/status/1480355060920037376,at a potential level of support and over sold 22 i will be waiting for stronger signs of recovery so this is something like 2 weeks out at minimum
164,ADBE,165,Last time $SPY got to the 100 day on the daily and printed a green hammer we rallied HARD this rest of the week. It was December 20th - 27th. We have it marked here. $MSFT $GOOG $ADBE. Crazy power hour! $QQQ https://t.co/xr3TsBe5ld,Mon Jan 10 21:02:32 +0000 2022,0,0,https://twitter.com/ThrashCapital/status/1480646262814908418,last time got to the 100 day on the daily and printed a green hammer we rallied hard this rest of the week it was december 20th 27th we have it marked here crazy power hour
167,ADBE,168,🟢 Top insider buy on 2022-01-10 🟢  $SFIX (19.07M) $MTEM (3.23M) $WINT (2.78M) $WOOF (0.8M) $EVER (0.51M) $SAFE (0.5M) $ADBE (0.5M) $HALL (0.42M) $NXDT (0.28M)  https://t.co/bp6bvm48Q1 https://t.co/Z6NqLB9oCT,Mon Jan 10 23:53:13 +0000 2022,0,1,https://twitter.com/StockseraApp/status/1480689215033729026,top insider buy on 20220110
170,ADBE,171,"Insider Activity seen in  $ADBE, Chakravarthy Anil (President, DX) Option Exercise, Total-Shares = 11,019, Last Quote: $525.83 https://t.co/a9BD3js3Z3",Mon Jan 10 22:46:37 +0000 2022,0,0,https://twitter.com/mehabecapital/status/1480672455404388353,insider activity seen in
172,ADBE,173,I have been working on a Reversal Scan for a couple of weeks now. Really happy with it.   These are the results at the end of the day.  It has become a favorite of mine!   $MRNA $COUP $ADBE $REGN $SQ $TXN $MARA $RBLX $ADI $SNAP $YETI $TAN $ORCL   [scan not for sale] https://t.co/TimTBdpTWM,Mon Jan 10 21:40:21 +0000 2022,0,9,https://twitter.com/commandenteSD/status/1480655779791212547,i have been working on a reversal scan for a couple of weeks now really happy with it
177,ADBE,178,"Everyone wants to trade (for good reasons!) $TSLA $NVDA $MSFT $FB $AAPL but there are opportunities also on less fancy names $ADBE $MA , especially when #ES_F &amp; #NQ_F have a V shape session. Don't look only at shiny #stocks https://t.co/iAEXDMBPMN",Tue Jan 11 06:59:22 +0000 2022,1,1,https://twitter.com/JustMik58606607/status/1480796457808633856,everyone wants to trade for good reasons but there are opportunities also on less fancy names especially when _f amp _f have a v shape session dont look only at shiny
178,ADBE,179,So glad I held onto $ADBE calls because this chart right now is amazing https://t.co/yuXBSPmfXS,Tue Jan 11 14:37:43 +0000 2022,0,0,https://twitter.com/Mo_TheTrader/status/1480911808152018945,so glad i held onto calls because this chart right now is amazing
180,ADBE,181,$ADBE Pefect long setup | LONG Entry Alerted: $500.27 and then the Exit on alert at: $522.67 💲| Use algo today! https://t.co/9vz9dpehfc https://t.co/GtHqkoOOwB,Tue Jan 11 14:54:15 +0000 2022,0,0,https://twitter.com/StockAutomate/status/1480915969295978507,pefect long setup long entry alerted and then the exit on alert at use algo today
182,ADBE,183,"Leading a horse to water here:  Do a quick calculation of the compound annual stock returns of $CRM and $ADBE since their PRE-pandemic 52-wk highs to where they are now,...then tell me they have gone parabolic.   Great companies under-performing the indices...that's a good thing. https://t.co/zxdOKLpb0r",Tue Jan 11 13:03:51 +0000 2022,0,0,https://twitter.com/StainedPeter/status/1480888186691854338,leading a horse to water here
183,ADBE,184,"See $ADBE 15 minute chart for Major Buy alerted from Stock Automate, perfect timing. Sell alerted ON POINT! 😁  https://t.co/IJGvudrZJS only $19.99! Automated Buy🚀and Sell🔻Signals On Every Stock &amp; Crypto! #StockTrading  #StockMarket #stocks #crypto https://t.co/X4Hub5i0uq",Tue Jan 11 14:32:44 +0000 2022,0,0,https://twitter.com/StockAutomate/status/1480910551886835713,see 15 minute chart for major buy alerted from stock automate perfect timing sell alerted on point
184,ADBE,185,"$ADBE Hourly. dip buyers started collecting shares around mid-day yesterday, with strong volume throughout the session indicating (maybe) momentum change. I would wait for a close above 532 to signal entering a long position https://t.co/z6CwCWmRir",Tue Jan 11 10:23:07 +0000 2022,0,0,https://twitter.com/YeAfek/status/1480847732998819840,hourly dip buyers started collecting shares around midday yesterday with strong volume throughout the session indicating maybe momentum change i would wait for a close above 532 to signal entering a long position
185,ADBE,186,"ADBE Sustainability Wednesdays are back!   Join us for our next Sustainability Challenges seminar, Levelling up and greening out: A just and holistic transition to low carbon jobs, tomorrow at 12.30 pm 👇  https://t.co/N1LiRRdwJa https://t.co/tORZPVDFRH",Tue Jan 11 11:52:00 +0000 2022,0,0,https://twitter.com/NTUadbe/status/1480870102132211715,adbe sustainability wednesdays are back
188,ADBE,189,"Remember, we dont know if its  Stonk Steam or Stonks Team.  #stonksteam Tuesday Sponsored by: #3cheers   $amd $adbe $nvda $afrm $aapl $penn $amc $iwm $xrt $msft $amzn $tnx $tlt $jnk $iyt  $ryt $pltr $iwm $iwb $iwc https://t.co/hDvvxZ7DTR",Tue Jan 11 19:49:07 +0000 2022,0,2,https://twitter.com/stonkscheer/status/1480990174830026752,remember we dont know if its
189,ADBE,190,Interesting action on $ADBE yesterday on the @unusual_whales flow. Lots of bearish action as well though. Following this to see how it plays. https://t.co/ZDFAxGkrve,Tue Jan 11 13:42:47 +0000 2022,0,0,https://twitter.com/SquirtLagurski/status/1480897982086189062,interesting action on yesterday on the flow lots of bearish action as well though following this to see how it plays
190,ADBE,191,"Mon (1/10/22) options 🐂 30-min ORB for stocks on the 🐂 ORB list (Min $10, Vol 1M, Max Ask $5, Opt Vol in any strike 750, Max Exp 30 Days Out): $ADBE $FIGS #INTC $CRWD $MRNA $AVTR $HOLX $TTD $DWAC $UBER https://t.co/VjDZ7miuwH",Tue Jan 11 04:28:52 +0000 2022,0,0,https://twitter.com/15minofPham/status/1480758586829512708,mon 11022 options 30min orb for stocks on the orb list min vol 1m max ask opt vol in any strike 750 max exp 30 days out
193,ADBE,194,Genuinely missed all of todays action 😭 barely getting off work rn but these day shifts are killing me and Feb needs to be here so I can go back to nights😞 at least I was still able to ride and close $ADBE with my limit sell order 🙌🏻🙌🏻 hope everyone made Money!! https://t.co/nX7wGNOmhy,Wed Jan 12 04:10:18 +0000 2022,0,0,https://twitter.com/Mo_TheTrader/status/1481116300680187908,genuinely missed all of todays action barely getting off work rn but these day shifts are killing me and feb needs to be here so i can go back to nights at least i was still able to ride and close with my limit sell order hope everyone made money
195,ADBE,196,$ADBE Bulls riding deep | LONG Entry Alerted: $500.27 and then the Exit on alert at: $522.67 💰| See more at https://t.co/9vz9dpehfc https://t.co/I3fqgLBz0a,Wed Jan 12 05:18:10 +0000 2022,1,0,https://twitter.com/StockAutomate/status/1481133380850884610,bulls riding deep long entry alerted and then the exit on alert at see more at
197,ADBE,198,$ADBE Blasting off at this key level | LONG Entry Alerted: $500.27 and then the Exit on alert at: $522.67 🤑| Easy mode https://t.co/9vz9dpehfc https://t.co/YpObrqtV8E,Wed Jan 12 00:30:19 +0000 2022,1,0,https://twitter.com/StockAutomate/status/1481060940917493760,blasting off at this key level long entry alerted and then the exit on alert at easy mode
198,ADBE,199,🚀Analysts @ElkanTrades and @kiantrades latest watch lists for tomorrow are out now!🚀  Try our discord ABSOLUTELY FREE for 7 DAYS!🤑 https://t.co/EeFvB5NH7E  #finance #Daytrade #OptionsTrading #profits  #Entrepreneurs #DiamondHands   $SPY $PYPL $LCID $TSLA $ADBE $NVDA $AMD $QQQ https://t.co/7Agz7g1MQX,Wed Jan 12 05:37:52 +0000 2022,1,2,https://twitter.com/TheOwlsCapital/status/1481138337318518787,analysts and latest watch lists for tomorrow are out now
207,ADBE,208,🔶 The day was mixed of gain and loss  ✅ But glad that many if not the all of our group were on the gain side    $AAPL $NIO $SPY $WMT $FB $PT $PTON $GME $TSLA $MVIS $BABA  $ATH $CRM $BLNK $GME $AMC $AMD $ADBE  $XOM $FUBO $PLTR  $CHWY $SPY https://t.co/q1ShQzhO7b,Wed Jan 12 00:00:32 +0000 2022,0,0,https://twitter.com/Disha01285796/status/1481053445054504965,the day was mixed of gain and loss
208,ADBE,209,$ADBE calls above 535 looking good or puts below 532.65 https://t.co/4yUTqWytMN,Wed Jan 12 15:07:28 +0000 2022,0,0,https://twitter.com/kiantrades/status/1481281683433275393,calls above 535 looking good or puts below 53265
210,ADBE,211,"$ADBE Daily, broke below the tend line and retested today https://t.co/gnHDgwqy65",Thu Jan 13 03:31:10 +0000 2022,0,2,https://twitter.com/KROptions/status/1481468840001167367,daily broke below the tend line and retested today
211,ADBE,212,$ADBE | Trend Tracker for Adobe Inc $ADBE (ADBE) https://t.co/SMsZXFrTyb https://t.co/aiXYQ1kg58,Thu Jan 13 01:45:17 +0000 2022,0,0,https://twitter.com/marketcycles/status/1481442195483897861,trend tracker for adobe inc adbe
212,ADBE,213,🦊 ADBE Put Volume: 543 Open Interest: 255 Volume USD:  3.135.757 Underlying price: 520.43 Last Option Price: 57.55 $ADBE #ADBE 🦊 https://t.co/9HYb1fI96E,Thu Jan 13 18:43:57 +0000 2022,0,0,https://twitter.com/Zack_Finds/status/1481698551189102594,adbe put volume 543 open interest 255 volume usd
214,ADBE,215,$ADBE rejected by trendline -&gt; 500 https://t.co/lXcEFLA5qq,Thu Jan 13 15:55:49 +0000 2022,0,1,https://twitter.com/JlovCharts/status/1481656238937018371,rejected by trendline gt 500
216,ADBE,217,"🎯Another week went pretty well   ✅Big or small ,Gain is what it matters  Congratulations to all the members of our ChatRoom📈  $ADBE   $PLTR   $AMZN   $SHOP    $MRNA $SAND https://t.co/ggbSk5j0j1",Thu Jan 13 14:46:37 +0000 2022,0,0,https://twitter.com/Heisenb79883035/status/1481638823016624134,another week went pretty well
217,ADBE,218,@nargis007 TICKER - RSI $MSFT - 32 $NFLX - 18 $ADBE - 33  🚀 🚀 https://t.co/IjFo8j8Ucs,Thu Jan 13 22:57:08 +0000 2022,0,1,https://twitter.com/Don7Spy/status/1481762263258206209,ticker rsi 32 18 33
218,ADBE,219,"$ADBE in Uptrend: price may jump up because it broke its lower Bollinger Band on January 5, 2022. View odds for this and other indicators: https://t.co/lln3oER4zS #Adobe https://t.co/1DQLWpGFhC",Thu Jan 13 20:40:00 +0000 2022,0,0,https://twitter.com/Tickeron/status/1481727756073246721,in uptrend price may jump up because it broke its lower bollinger band on january 5 2022 view odds for this and other indicators
219,ADBE,220,Trading Ideas: ADBE Short Position https://t.co/kAp6SfeAzs 📈 FREE trade-of-week via ⟶ https://t.co/BCEHq7Ce2N https://t.co/Ax3IHxXwXk,Thu Jan 13 00:58:05 +0000 2022,0,0,https://twitter.com/AlertTrade/status/1481430316560519168,trading ideas adbe short position free tradeofweek via
221,ADBE,222,$ADBE Almost ripe for a jump! Chart by https://t.co/6vnULU2sSf https://t.co/Bcq75pcDNg,Thu Jan 13 21:19:09 +0000 2022,0,0,https://twitter.com/ShogunTrade/status/1481737607809748992,almost ripe for a jump chart by
222,ADBE,223,Cloud continues to remain weak. $MSFT $CRM $NOW $NET $ADBE all dragging tech lower.,Thu Jan 13 15:33:19 +0000 2022,0,1,https://twitter.com/aaronbasile/status/1481650574558855186,cloud continues to remain weak all dragging tech lower
223,ADBE,224,Adobe Systems (ADBE) Surpasses Q4 Earnings and Revenue Estimates https://t.co/i6QhfrXM3M https://t.co/PTso9lPs3q,Thu Jan 13 08:02:05 +0000 2022,0,0,https://twitter.com/RealPowerOfWE/status/1481537018505019395,adobe systems adbe surpasses q4 earnings and revenue estimates
224,ADBE,225,"Just what you need for the new year - @MorningstarInc's list of moatiest companies, ranked by the lowest ESG risk. #sustainableinvesting #widemoatcompanies $ACN $ADBE $CRM $HD $LOW Some $BRK.A commentary too  https://t.co/CkjMR0W3Zm",Thu Jan 13 16:16:49 +0000 2022,1,4,https://twitter.com/leslienortonnyc/status/1481661521533063170,just what you need for the new year s list of moatiest companies ranked by the lowest esg risk some commentary too
225,ADBE,226,Companies that I watch for in  Sales/Marketing Automation &amp; CX space:  $ADBE $AMPL $BRZE $CRM $CXM  $FRSH $HUBS $TWLO $ZI,Thu Jan 13 03:08:22 +0000 2022,0,6,https://twitter.com/sv_techie/status/1481463103120314368,companies that i watch for in
228,ADBE,229,"$ADBE weekly chart. Breakdown of support and long-term trendline. This week's candle confirmed ""Old support = New resistance"". https://t.co/kjcuDhSWBE",Fri Jan 14 17:54:43 +0000 2022,0,1,https://twitter.com/chartismatic/status/1482048546811658248,weekly chart breakdown of support and longterm trendline this weeks candle confirmed old support new resistance
230,ADBE,231,"Almost fun to see, how the most stable growth companies of the current time become more and more of a bargain 🥳   Note that Long-term investors are never created during bull markets, but during painful bear markets....  $ADBE $NVDA $PYPL $PAYC $SHOP $ZM #fintwitter #fintwit https://t.co/ZH64o8tXFG",Fri Jan 14 19:15:09 +0000 2022,0,0,https://twitter.com/batzenklemmer/status/1482068787847639043,almost fun to see how the most stable growth companies of the current time become more and more of a bargain
231,ADBE,232,$ADBE short float up 14.77% since last last report 🧐 Total shares sold short 4.80m (~1% of all regular shares)  https://t.co/modivCubcI https://t.co/9NlFqIs7bl,Fri Jan 14 10:57:24 +0000 2022,0,1,https://twitter.com/gilgalanti/status/1481943525226913794,short float up 1477 since last last report total shares sold short 480m 1 of all regular shares
232,ADBE,233,"Some SaaS forward sales multiples. Getting close to good buy levels. When $ADBE or $NOW trades at 10x sales, I think you can call the sector cheap. Getting there @saxena_puru @Qullamaggie https://t.co/uv4fvt1yUh",Fri Jan 14 03:00:26 +0000 2022,0,1,https://twitter.com/Cohyen/status/1481823493343879170,some saas forward sales multiples getting close to good buy levels when or trades at 10x sales i think you can call the sector cheap getting there
238,ADBE,239,Most likely done trading for the week!   Wins: $SPY $TSLA $ADBE $F $LCID $PTON $WFC $ISRG $SPLK https://t.co/qvPguwEW08,Fri Jan 14 19:53:17 +0000 2022,2,1,https://twitter.com/kiantrades/status/1482078387225055232,most likely done trading for the week
240,ADBE,241,$ADBE this was the first shoe to drop of the megas imo. Struggling at prior ath and failed today. Weekly lows sit at the 100W. Would like to see how it hangs in at around 480 (long term trend) https://t.co/TFXTkXiohe,Fri Jan 14 00:26:02 +0000 2022,0,2,https://twitter.com/everytimeicash/status/1481784637697531905,this was the first shoe to drop of the megas imo struggling at prior ath and failed today weekly lows sit at the 100w would like to see how it hangs in at around 480 long term trend
244,ADBE,245,$ADBE has been on my watch list for a while now but I have not seen a reason to pull the trigger yet https://t.co/IPRoVU0Mbl,Sat Jan 15 08:29:19 +0000 2022,0,0,https://twitter.com/RevBruceJ1/status/1482268649394040835,has been on my watch list for a while now but i have not seen a reason to pull the trigger yet
246,ADBE,247,$ADBE in Uptrend: Stochastic indicator peaks and leaves oversold zone. View odds for this and other indicators: https://t.co/BSAoWsMCvL #Adobe https://t.co/E3q5sPX4ZT,Sat Jan 15 15:29:10 +0000 2022,0,1,https://twitter.com/Tickeron/status/1482374306248097793,in uptrend stochastic indicator peaks and leaves oversold zone view odds for this and other indicators
247,ADBE,248,"$ADBE in Uptrend: price may ascend as a result of having broken its lower Bollinger Band on January 5, 2022. View odds for this and other indicators: https://t.co/RisVLCg5rh #Adobe https://t.co/RWCPpYyLeI",Sat Jan 15 14:14:00 +0000 2022,1,1,https://twitter.com/Tickeron/status/1482355389387608064,in uptrend price may ascend as a result of having broken its lower bollinger band on january 5 2022 view odds for this and other indicators
248,ADBE,249,"#stonksteam Friday $adbe Weekly Price is entering ""supply zone""? https://t.co/zYaiN8BoH4",Sat Jan 15 02:37:24 +0000 2022,0,0,https://twitter.com/stonksrus/status/1482180086199734274,friday weekly price is entering supply zone
252,ADBE,253,"In 2017, the top holdings for $ARKW were the following.People hated them with higher multiples than today’s holdings 1-33: AMZN,GBTC,ATHN,TWOU,TWTR,NFLX,NVDA,TSLA,SPLK,GOOG,FB,CRM,BIDU,SFTBY,SQ,TCEHY,MELI,HDP,JD,BABA,XLNX,HUBS,AAPL,TWLO,RHT,LC,MDSO,SHOP,PYPL,NOW,RDFN,ADBE,AKAM,",Sat Jan 15 13:44:26 +0000 2022,0,3,https://twitter.com/DilksJay/status/1482347949652852738,in 2017 the top holdings for were the followingpeople hated them with higher multiples than todays holdings 133 amzngbtcathntwoutwtrnflxnvdatslasplkgoogfbcrmbidusftbysqtcehymelihdpjdbabaxlnxhubsaapltwlorhtlcmdsoshoppyplnowrdfnadbeakam
253,ADBE,254,"Do you want to know what is happening next week to $QQQ, $PLTR, $AI, $PATH, $DOCU, $ADBE, $RIVN, $NIO, $TSLA, $GGPI, $PSFE, $PYPL, $V, $SOFI, $SQ, $SKLZ, $INTC, $AMD, $NVDA, $BABA  🐶👉Sub to my free newsletter: https://t.co/LYD75a2K14  https://t.co/udJye4V98n",Sat Jan 15 16:52:39 +0000 2022,0,1,https://twitter.com/financefelix/status/1482395314631806976,do you want to know what is happening next week to
255,ADBE,256,$ADBE - Free Cash Flow Giant Adobe Is A Large Cap Growth Stock That Can Get Larger. https://t.co/V4yjtJlaId #business #stocks #finance,Sat Jan 15 09:46:24 +0000 2022,0,2,https://twitter.com/SeekingAlpha/status/1482288046024183808,free cash flow giant adobe is a large cap growth stock that can get larger
256,ADBE,257,"$ADBE Adobe's relative strength index-a measure of whether a stock is overbought or oversold-fell to 34 early in the week, Data point could signal an Adobe comeback, Barron's says",Sat Jan 15 16:10:00 +0000 2022,2,8,https://twitter.com/epictrades1/status/1482384584562069508,adobes relative strength indexa measure of whether a stock is overbought or oversoldfell to 34 early in the week data point could signal an adobe comeback barrons says
257,ADBE,258,"BEST STOCKS BY YOUTUBERS (Stock Moe, Daniel Pronk and others) 2022 https://t.co/vXyL0BDzLa via @YouTube  #stocks #investing #pltr #amzn #adbe #dkng",Sat Jan 15 17:26:43 +0000 2022,0,0,https://twitter.com/InvestScanner/status/1482403890247180295,best stocks by youtubers stock moe daniel pronk and others 2022 via
258,ADBE,259,"Download Wall Street 32 stocks Benchmark - with 9 offering upside of over 50%  #COIN, #SE, #MTTR, #AMD, #QCOM, #SNAP, #FB, #BSY, #BABA, #TTWO, #ADBE, #NVDA, #GOOGL, #NKE, #PTC, #SWKS, #ADSK, #ATVI, #PYPL, #AMZN, #EA, #SQ, #DIS, #AK…https://t.co/O8ejxup3bH https://t.co/Lan4bUGgEQ",Sat Jan 15 08:47:59 +0000 2022,0,0,https://twitter.com/financefelix/status/1482273347404763139,download wall street 32 stocks benchmark with 9 offering upside of over 50
259,ADBE,260,"$AAL $ADBE $ALLY - Stocks To Watch: Earnings Heat Up With Netflix, Procter &amp; Gamble, Goldman Sachs And American Airlines On Tap. https://t.co/YEJ0zQI2rV #stocks #trading #economy",Sat Jan 15 14:38:49 +0000 2022,0,1,https://twitter.com/SeekingAlpha/status/1482361634139959296,stocks to watch earnings heat up with netflix procter amp gamble goldman sachs and american airlines on tap
263,ADBE,264,"@airlovsky adbe daily - I charted the proposed high area in advance, but did I short it? No! 🙀 https://t.co/mvvyi3rjyG",Sun Jan 16 02:02:42 +0000 2022,0,1,https://twitter.com/stuart_rat89/status/1482533741323079689,adbe daily i charted the proposed high area in advance but did i short it no
265,ADBE,266,Adobe Stock (ADBE): $600 Price Target From Piper Sandler https://t.co/K7ljQEWzAY,Sun Jan 16 08:20:13 +0000 2022,0,0,https://twitter.com/pulse2news/status/1482628745059995648,adobe stock adbe price target from piper sandler
266,ADBE,267,"Insider Alert! A Director $ADBE bought shares for $250,273. According to GuruFocus, the company isFairly Valued. Analysts' mean target is 28% higher than the last´s closing price. It scores 25.5 on the Rookie Scorecard (everything from 10 is good, and from 15 is amazing.",Sun Jan 16 13:10:16 +0000 2022,0,0,https://twitter.com/henri_net/status/1482701740503977986,insider alert a director bought shares for according to gurufocus the company isfairly valued analysts mean target is 28 higher than the lasts closing price it scores 255 on the rookie scorecard everything from 10 is good and from 15 is amazing
